Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0878,2023-01-01,35,35,True,None,0,0.0,21.0,3,3,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Shop Floor - Zone A,Morning,Saturday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0878,None
REC0879,2023-05-01,85,85,True,None,0,0.0,38.0,10,6,Advanced,Warehouse Team,Miscellaneous,First Aid,Tube,Shop Floor - Zone A,Evening,Monday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0879,None
REC0880,2023-04-22,1716,1716,True,None,0,0.0,847.0,18,6,Intermediate,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Evening,Thursday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0880,None
REC0881,2023-04-17,140,140,True,None,0,0.0,102.0,9,7,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Storage Room - Medical Devices,Evening,Saturday,False,Medium,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Storage,P0881,None
REC0882,2023-01-20,348,355,False,Overcount,7,2.0114942528735633,633.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone A,Morning,Monday,False,Low,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor,P0882,None
REC0883,2023-03-26,2106,2106,True,None,0,0.0,575.0,11,15,Advanced,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Afternoon,Thursday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0883,None
REC0884,2023-09-23,616,616,True,None,0,0.0,211.0,6,10,Advanced,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone C,Morning,Wednesday,False,Medium,Old Model,False,Maintenance Mode,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0884,None
REC0885,2023-05-24,11,11,True,None,0,0.0,10.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Storage Room - Drugs,Morning,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0885,None
REC0886,2023-04-14,228,225,False,Undercount,3,1.3157894736842104,282.0,7,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Old Model,True,Slow,Weak,Manual Count,Regular Stock Check,Warehouse,P0886,None
REC0887,2023-08-02,4200,4200,True,None,0,0.0,2659.0,2,4,Intermediate,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Morning,Wednesday,False,High,Current Model,True,Normal,Weak,Combined Method,Quarterly Stock-take,Storage,P0887,None
REC0888,2023-04-09,70,70,True,None,0,0.0,29.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone A,Morning,Friday,False,High,Current Model,True,Normal,Strong,Scanner Count,Ad-hoc Check,Shop Floor,P0888,None
REC0889,2023-11-13,696,696,True,None,0,0.0,845.0,1,4,Basic,Pharmacy Staff,Drug,OTC,Bottle,Shop Floor - Zone C,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0889,None
REC0890,2023-08-28,1776,1776,True,None,0,0.0,1055.0,11,15,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Evening,Friday,True,High,New Model,True,Maintenance Mode,Weak,Combined Method,Regular Stock Check,Warehouse,P0890,None
REC0891,2023-08-21,6290,6290,True,None,0,0.0,1610.0,11,15,Advanced,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone B,Morning,Friday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0891,None
REC0892,2023-08-06,49,49,True,None,0,0.0,22.0,19,6,Intermediate,Warehouse Team,Drug,Refrigerated,Tube,Storage Room - Drugs,Evening,Saturday,False,High,Current Model,True,Normal,Normal,Scanner Count,Ad-hoc Check,Storage,P0892,None
REC0893,2023-07-05,99,99,True,None,0,0.0,36.0,5,8,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Evening,Monday,False,Medium,Current Model,False,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0893,None
REC0894,2023-10-22,31,31,True,None,0,0.0,15.0,5,8,Intermediate,Warehouse Team,Drug,Refrigerated,Tube,Warehouse - Shop Building Ground Floor,Morning,Monday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0894,None
REC0895,2023-09-15,5576,5576,True,None,0,0.0,2596.0,6,10,Advanced,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Saturday,False,High,Old Model,False,Maintenance Mode,Normal,Scanner Count,Ad-hoc Check,Shop Floor,SP002,Similar Packaging Confusion
REC0896,2023-03-13,1976,1976,True,None,0,0.0,1113.0,13,3,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Morning,Monday,False,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0896,None
REC0897,2023-11-12,2057,2057,True,None,0,0.0,570.0,20,15,Advanced,Team Leader,Drug,Prescription,Box,Storage Room - Drugs,Morning,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0897,None
REC0898,2023-11-07,90,90,True,None,0,0.0,59.0,3,3,Intermediate,Warehouse Team,Medical Device,Therapeutic,Blister Pack,Warehouse - Main Building 3rd Floor,Evening,Thursday,False,High,Old Model,False,Slow,Weak,Scanner Count,Regular Stock Check,Warehouse,P0898,None
REC0899,2023-11-19,4214,4214,True,None,0,0.0,2241.0,20,15,Advanced,Team Leader,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,High,Old Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0899,None
REC0900,2023-09-08,1610,1728,False,Overcount,118,7.329192546583851,1867.0,3,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,False,Medium,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Warehouse,P0900,None
REC0901,2023-03-16,1271,1149,False,Undercount,122,9.59874114870181,765.0,19,6,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Shop Floor - Zone A,Morning,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0901,None
REC0902,2023-04-02,66,66,True,None,0,0.0,29.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Tube,Storage Room - Drugs,Evening,Monday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0902,None
REC0903,2023-07-16,1794,1800,False,Overcount,6,0.33444816053511706,866.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Supplements,Bottle,Shop Floor - Zone C,Evening,Thursday,False,High,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0903,None
REC0904,2023-09-16,720,720,True,None,0,0.0,694.0,8,3,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Shop Floor - Zone A,Evening,Tuesday,False,Medium,Current Model,False,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0904,None
REC0905,2023-09-02,45,45,True,None,0,0.0,27.0,1,4,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone C,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0905,None
REC0906,2023-04-12,960,960,True,None,0,0.0,665.0,1,4,Basic,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Evening,Thursday,False,Medium,Old Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Storage,P0906,None
REC0907,2023-03-08,138,138,True,None,0,0.0,80.0,1,4,Basic,Pharmacy Staff,Drug,Refrigerated,Tube,Warehouse - Shop Building Ground Floor,Morning,Wednesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0907,None
REC0908,2023-05-27,780,780,True,None,0,0.0,341.0,19,6,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Morning,Friday,True,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0908,None
REC0909,2023-02-16,4851,4851,True,None,0,0.0,2736.0,13,3,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Warehouse - Shop Building Ground Floor,Evening,Friday,False,High,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0909,None
REC0910,2023-09-03,46,46,True,None,0,0.0,20.0,6,10,Advanced,Pharmacy Staff,Medical Device,Therapeutic,Individual,Shop Floor - Zone B,Afternoon,Saturday,False,Medium,Old Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0910,None
REC0911,2023-03-11,3699,3699,True,None,0,0.0,2655.0,17,2,Basic,Pharmacy Staff,Drug,Refrigerated,Box,Warehouse - Shop Building Ground Floor,Evening,Tuesday,False,Medium,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0911,None
REC0912,2023-04-16,1710,1710,True,None,0,0.0,1503.0,13,3,Basic,Pharmacy Staff,Drug,Controlled,Box,Shop Floor - Zone B,Evening,Tuesday,False,High,Current Model,True,Maintenance Mode,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0912,None
REC0913,2023-03-07,564,564,True,None,0,0.0,147.0,11,15,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone C,Evening,Saturday,False,High,Old Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Shop Floor,P0913,None
REC0914,2023-01-20,156,156,True,None,0,0.0,70.0,7,4,Intermediate,Pharmacy Staff,Drug,Prescription,Tube,Warehouse - Shop Building Ground Floor,Morning,Monday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0914,None
REC0915,2023-12-31,84,82,False,Undercount,2,2.380952380952381,26.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone B,Afternoon,Wednesday,True,Medium,Current Model,True,Maintenance Mode,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0915,None
REC0916,2023-08-05,1092,1169,False,Overcount,77,7.051282051282051,1250.0,14,5,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Tuesday,False,High,Current Model,False,Normal,Strong,Manual Count,Regular Stock Check,Warehouse,P0916,None
REC0917,2023-12-14,3618,2921,False,Undercount,697,19.264787175234936,1686.0,4,10,Basic,Warehouse Team,Miscellaneous,First Aid,Bottle,Warehouse - Shop Building Ground Floor,Morning,Friday,False,Low,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0917,None
REC0918,2023-01-30,1888,1888,True,None,0,0.0,2714.0,3,3,Intermediate,Warehouse Team,Miscellaneous,First Aid,Box,Shop Floor - Zone A,Afternoon,Saturday,True,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0918,None
REC0919,2023-02-06,10880,10880,True,None,0,0.0,12353.110367196188,103,0,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Storage Room - Drugs,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0919,New Employee Training
REC0920,2023-04-28,590,590,True,None,0,0.0,402.0,10,6,Advanced,Warehouse Team,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Friday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0920,None
REC0921,2023-07-03,666,547,False,Undercount,119,17.86786786786787,657.0,17,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Morning,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0921,None
REC0922,2023-05-30,9024,8694,False,Undercount,330,3.6569148936170213,3851.0,11,15,Advanced,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Warehouse - Shop Building Ground Floor,Morning,Thursday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0922,None
REC0923,2023-04-24,3500,3500,True,None,0,0.0,2179.0,15,3,Intermediate,Pharmacy Staff,Drug,OTC,Bottle,Storage Room - Drugs,Evening,Sunday,False,Medium,Current Model,True,Normal,Weak,Combined Method,Regular Stock Check,Storage,P0923,None
REC0924,2023-05-27,54,54,True,None,0,0.0,24.0,9,7,Intermediate,Warehouse Team,Miscellaneous,Supplements,Tube,Shop Floor - Zone A,Morning,Saturday,True,High,Current Model,True,Slow,Normal,Scanner Count,Ad-hoc Check,Shop Floor,P0924,None
REC0925,2023-08-07,1170,1170,True,None,0,0.0,1187.0,10,6,Advanced,Warehouse Team,Miscellaneous,First Aid,Box,Storage Room - Drugs,Evening,Saturday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0925,None
REC0926,2023-12-11,425,425,True,None,0,0.0,482.0,19,6,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone A,Evening,Monday,False,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0926,None
REC0927,2023-07-12,560,560,True,None,0,0.0,752.0,19,6,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone B,Evening,Monday,False,Low,Current Model,False,Slow,Weak,Manual Count,Regular Stock Check,Shop Floor,P0927,None
REC0928,2023-05-29,544,596,False,Overcount,52,9.558823529411764,1132.0,8,3,Intermediate,Pharmacy Staff,Medical Device,Surgical,Box,Shop Floor - Zone A,Evening,Friday,True,Low,New Model,True,Slow,Strong,Manual Count,Regular Stock Check,Shop Floor,P0928,None
REC0929,2023-11-10,29,29,True,None,0,0.0,17.0,12,4,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Shop Floor - Zone B,Morning,Friday,False,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0929,None
REC0930,2023-01-25,25,25,True,None,0,0.0,17.0,7,4,Intermediate,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone A,Evening,Wednesday,True,Low,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0930,None
REC0931,2023-08-30,7957,8321,False,Overcount,364,4.574588412718361,4157.0,13,3,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Monday,True,Medium,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0931,None
REC0932,2023-01-26,11,11,True,None,0,0.0,10.0,7,4,Intermediate,Pharmacy Staff,Medical Device,Therapeutic,Individual,Storage Room - Medical Devices,Afternoon,Thursday,True,Medium,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0932,None
REC0933,2023-12-19,12838,13969,False,Overcount,1131,8.80978345536688,5280.212539037242,20,15,Advanced,Team Leader,Drug,Controlled,Bottle,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,High,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Warehouse,P0933,Holiday Rush
REC0934,2023-06-16,6448,6448,True,None,0,0.0,3941.0,13,3,Basic,Pharmacy Staff,Drug,Prescription,Bottle,Warehouse - Shop Building Ground Floor,Evening,Tuesday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0934,None
REC0935,2023-09-12,4732,4732,True,None,0,0.0,1664.0,6,10,Advanced,Pharmacy Staff,Drug,OTC,Bottle,Warehouse - Shop Building Ground Floor,Morning,Wednesday,False,High,Old Model,True,Slow,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0935,None
REC0936,2023-05-02,2775,2775,True,None,0,0.0,2151.0,4,10,Basic,Warehouse Team,Drug,OTC,Box,Storage Room - Drugs,Evening,Friday,False,Medium,New Model,True,Normal,Normal,Combined Method,Ad-hoc Check,Storage,P0936,None
REC0937,2023-12-21,2640,2141,False,Undercount,499,18.901515151515152,1192.0029544107297,201,0,Basic,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone B,Morning,Monday,False,High,Current Model,True,Slow,Strong,Combined Method,Regular Stock Check,Shop Floor,P0937,Holiday Rush
REC0938,2023-12-25,306,248,False,Undercount,58,18.954248366013072,213.0,3,3,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Shop Floor - Zone A,Evening,Thursday,True,High,Current Model,False,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0938,None
REC0939,2023-07-14,955,955,True,None,0,0.0,700.0,10,6,Advanced,Warehouse Team,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Afternoon,Monday,False,High,Current Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor,P0939,None
REC0940,2023-04-19,1480,1223,False,Undercount,257,17.364864864864867,696.0,16,7,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Wednesday,False,High,Current Model,True,Slow,Weak,Scanner Count,Quarterly Stock-take,Storage,P0940,None
REC0941,2023-07-14,546,546,True,None,0,0.0,248.0,15,3,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0941,None
REC0942,2023-11-29,510,510,True,None,0,0.0,223.0,11,15,Advanced,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,True,High,Old Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Warehouse,P0942,None
REC0943,2023-04-23,5720,5720,True,None,0,0.0,2446.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Bottle,Shop Floor - Zone A,Morning,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0943,None
REC0944,2023-09-30,810,905,False,Overcount,95,11.728395061728394,990.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Box,Shop Floor - Zone B,Afternoon,Monday,True,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0944,None
REC0945,2023-08-23,1386,1174,False,Undercount,212,15.295815295815295,1562.0,4,10,Basic,Warehouse Team,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Afternoon,Wednesday,False,Low,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0945,None
REC0946,2023-12-16,33,33,True,None,0,0.0,8.531309031191949,6,10,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone B,Morning,Saturday,False,Low,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0946,Holiday Rush
REC0947,2023-01-30,798,798,True,None,0,0.0,748.0,3,3,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Morning,Tuesday,True,Low,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0947,None
REC0948,2023-12-23,816,760,False,Undercount,56,6.862745098039216,385.9897020909845,4,10,Basic,Warehouse Team,Miscellaneous,Baby Care,Box,Shop Floor - Zone A,Afternoon,Monday,False,High,New Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0948,Holiday Rush
REC0949,2023-12-05,4160,4160,True,None,0,0.0,1263.0,10,6,Advanced,Warehouse Team,Miscellaneous,Baby Care,Bottle,Shop Floor - Zone A,Afternoon,Friday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0949,None
REC0950,2023-04-27,43,37,False,Undercount,6,13.953488372093023,27.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Tube,Warehouse - Shop Building Ground Floor,Afternoon,Thursday,True,Medium,Old Model,True,Normal,Weak,Combined Method,Regular Stock Check,Warehouse,P0950,None
REC0951,2023-08-25,1513,1513,True,None,0,0.0,1254.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,Hygiene,Box,Shop Floor - Zone A,Evening,Tuesday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0951,None
REC0952,2023-11-15,3034,3034,True,None,0,0.0,2692.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Shop Floor - Zone B,Evening,Thursday,False,High,New Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor,P0952,None
REC0953,2023-01-08,555,555,True,None,0,0.0,681.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Shop Floor - Zone A,Afternoon,Friday,False,Low,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0953,None
REC0954,2023-12-23,71,63,False,Undercount,8,11.267605633802818,43.70739984634632,203,1,Basic,Pharmacy Staff,Drug,Refrigerated,Tube,Shop Floor - Zone B,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0954,Holiday Rush
REC0955,2023-07-09,37,37,True,None,0,0.0,19.0,6,10,Advanced,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Friday,False,Low,Current Model,False,Slow,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0955,None
